,net_acc_mean,net_acc_std,net_acc_min,net_acc_max,EDA_phasic_mean,EDA_phasic_std,EDA_phasic_min,EDA_phasic_max,EDA_smna_mean,EDA_smna_std,EDA_smna_min,EDA_smna_max,EDA_tonic_mean,EDA_tonic_std,EDA_tonic_min,EDA_tonic_max,BVP_mean,BVP_std,BVP_min,BVP_max,TEMP_mean,TEMP_std,TEMP_min,TEMP_max,ACC_x_mean,ACC_x_std,ACC_x_min,ACC_x_max,ACC_y_mean,ACC_y_std,ACC_y_min,ACC_y_max,ACC_z_mean,ACC_z_std,ACC_z_min,ACC_z_max,Resp_mean,Resp_std,Resp_min,Resp_max,0_mean,0_std,0_min,0_max,BVP_peak_freq,TEMP_slope,subject,label
0,0.7665124718574506,0.0473319587548059,-309.08,170.7,0.7665124718574506,0.8632751734514703,-309.08,170.7,0.7665124718574506,1.1676530390557511,-309.08,170.7,0.7665124718574506,0.7308037365537778,-309.08,170.7,0.7665124718574506,65.12287592743019,-309.08,170.7,0.7665124718574506,0.0099670750889633,-309.08,170.7,0.7665124718574506,0.0042015353511273,-309.08,170.7,0.7665124718574506,2.8908798380170754e-06,-309.08,170.7,0.7665124718574506,2.8908798380170754e-06,-309.08,170.7,0.7665124718574506,2.1650014553715105,-309.08,170.7,0.7665124718574506,0.0042015373402059,-309.08,170.7,0.0813559322033898,4.741583688951167e-05,2,1
1,0.2407753414161741,0.0837956410266781,-246.69,429.27,0.2407753414161741,0.2337227229794926,-246.69,429.27,0.2407753414161741,0.7158656483078534,-246.69,429.27,0.2407753414161741,0.1784257184814616,-246.69,429.27,0.2407753414161741,80.56901780975329,-246.69,429.27,0.2407753414161741,0.0113311544746496,-246.69,429.27,0.2407753414161741,0.0048382045326186,-246.69,429.27,0.2407753414161741,3.3289421048896377e-06,-246.69,429.27,0.2407753414161741,3.3289421048896377e-06,-246.69,429.27,0.2407753414161741,3.944196259448256,-246.69,429.27,0.2407753414161741,0.0048382068231073,-246.69,429.27,0.1901528013582342,-0.0005765765765765,2,1
2,0.8217669946705164,0.081342850741671,-358.13,554.77,0.8217669946705164,0.7711126549877697,-358.13,554.77,0.8217669946705164,2.909763965991404,-358.13,554.77,0.8217669946705164,0.7658357494074897,-358.13,554.77,0.8217669946705164,154.76568840597037,-358.13,554.77,0.8217669946705164,0.0117435464769732,-358.13,554.77,0.8217669946705164,0.0179064947411444,-358.13,554.77,0.8217669946705164,1.232062098509877e-05,-358.13,554.77,0.8217669946705164,1.232062098509877e-05,-358.13,554.77,0.8217669946705164,2.252671156365996,-358.13,554.77,0.8217669946705164,0.0158069256069617,-358.13,554.77,0.135593220338983,1.89663347557036e-05,2,1
3,0.4391225307590228,0.1312591783852068,-392.28,438.16,0.4391225307590228,0.4779936456785427,-392.28,438.16,0.4391225307590228,4.407094550065591,-392.28,438.16,0.4391225307590228,0.1709805346162521,-392.28,438.16,0.4391225307590228,137.98866093156212,-392.28,438.16,0.4391225307590228,0.0172634804569404,-392.28,438.16,0.4391225307590228,0.0218249613764003,-392.28,438.16,0.4391225307590228,1.501673448769358e-05,-392.28,438.16,0.4391225307590228,1.501673448769358e-05,-392.28,438.16,0.4391225307590228,4.244810401976799,-392.28,438.16,0.4391225307590228,0.0141381665398818,-392.28,438.16,0.1358234295415959,0.0001043148411569,2,1
4,0.683451687031254,0.0452913947606441,-323.53,348.48,0.683451687031254,0.6261684433000204,-323.53,348.48,0.683451687031254,1.3760558642973353,-323.53,348.48,0.683451687031254,0.6276221007058538,-323.53,348.48,0.683451687031254,89.50200819057922,-323.53,348.48,0.683451687031254,0.017731048072277,-323.53,348.48,0.683451687031254,0.0160546383779711,-323.53,348.48,0.683451687031254,1.1046445290786195e-05,-323.53,348.48,0.683451687031254,1.1046445290786195e-05,-323.53,348.48,0.683451687031254,1.4656610996035184,-323.53,348.48,0.683451687031254,0.01153967423616,-323.53,348.48,0.0949152542372881,-0.0007776197249881,2,1
5,0.4903501466732513,0.0386658882953724,-345.19,359.57,0.4903501466732513,0.1532787723640964,-345.19,359.57,0.4903501466732513,0.700644024913143,-345.19,359.57,0.4903501466732513,0.1305970535779213,-345.19,359.57,0.4903501466732513,123.46446972729144,-345.19,359.57,0.4903501466732513,0.0130179400851811,-345.19,359.57,0.4903501466732513,0.0126349291305924,-345.19,359.57,0.4903501466732513,8.69350340432196e-06,-345.19,359.57,0.4903501466732513,8.69350340432196e-06,-345.19,359.57,0.4903501466732513,1.8981814806608588,-345.19,359.57,0.4903501466732513,0.012566185054198,-345.19,359.57,0.1086587436332767,-0.0006353722143195,2,1
6,0.6230662068115896,0.0308206575069478,-81.86,185.58,0.6230662068115896,0.1399194350903871,-81.86,185.58,0.6230662068115896,0.1467210835379737,-81.86,185.58,0.6230662068115896,0.0497130342194013,-81.86,185.58,0.6230662068115896,34.17243565006703,-81.86,185.58,0.6230662068115896,0.0100255335086449,-81.86,185.58,0.6230662068115896,0.0007429877820647,-81.86,185.58,0.6230662068115896,5.112151200841018e-07,-81.86,185.58,0.6230662068115896,5.112151200841018e-07,-81.86,185.58,0.6230662068115896,1.6668121893107195,-81.86,185.58,0.6230662068115896,0.0007429881338079,-81.86,185.58,0.1491525423728813,-0.0005310573731626,2,1
7,0.5279773907623989,0.0351447974222619,-39.4,35.73,0.5279773907623989,0.0205101662227403,-39.4,35.73,0.5279773907623989,0.0612573808767952,-39.4,35.73,0.5279773907623989,0.1227295691392706,-39.4,35.73,0.5279773907623989,18.82955958292888,-39.4,35.73,0.5279773907623989,0.0128710364868919,-39.4,35.73,0.5279773907623989,0.0004024967231133,-39.4,35.73,0.5279773907623989,2.769391578257391e-07,-39.4,35.73,0.5279773907623989,2.769391578257391e-07,-39.4,35.73,0.5279773907623989,1.6001607063657644,-39.4,35.73,0.5279773907623989,0.0004024969136621,-39.4,35.73,0.1494057724957555,-0.0005778635778635,2,1
8,0.5719533335405492,0.047525860027436,-240.61,209.89,0.5719533335405492,0.0759882138382601,-240.61,209.89,0.5719533335405492,0.375617859817302,-240.61,209.89,0.5719533335405492,0.1391349943616383,-240.61,209.89,0.5719533335405492,61.68718793667464,-240.61,209.89,0.5719533335405492,0.0158471515829945,-240.61,209.89,0.5719533335405492,0.0100209655470573,-240.61,209.89,0.5719533335405492,6.894957399246737e-06,-240.61,209.89,0.5719533335405492,6.894957399246737e-06,-240.61,209.89,0.5719533335405492,1.820218589531473,-240.61,209.89,0.5719533335405492,0.0100209702911537,-240.61,209.89,0.0813559322033898,0.0009886201991465,2,1
9,0.6421782979156213,0.0177058551824039,-289.26,145.36,0.6421782979156213,0.0156538721031382,-289.26,145.36,0.6421782979156213,0.2102044144802677,-289.26,145.36,0.6421782979156213,0.0550429235473362,-289.26,145.36,0.6421782979156213,50.46387801179039,-289.26,145.36,0.6421782979156213,0.0178009446487302,-289.26,145.36,0.6421782979156213,0.0014183189938484,-289.26,145.36,0.6421782979156213,9.758789205695986e-07,-289.26,145.36,0.6421782979156213,9.758789205695986e-07,-289.26,145.36,0.6421782979156213,1.5791195806769172,-289.26,145.36,0.6421782979156213,0.0014183196653048,-289.26,145.36,0.1358234295415959,-0.0008463726884779,2,1
