,net_acc_mean,net_acc_std,net_acc_min,net_acc_max,EDA_phasic_mean,EDA_phasic_std,EDA_phasic_min,EDA_phasic_max,EDA_smna_mean,EDA_smna_std,EDA_smna_min,EDA_smna_max,EDA_tonic_mean,EDA_tonic_std,EDA_tonic_min,EDA_tonic_max,BVP_mean,BVP_std,BVP_min,BVP_max,TEMP_mean,TEMP_std,TEMP_min,TEMP_max,ACC_x_mean,ACC_x_std,ACC_x_min,ACC_x_max,ACC_y_mean,ACC_y_std,ACC_y_min,ACC_y_max,ACC_z_mean,ACC_z_std,ACC_z_min,ACC_z_max,Resp_mean,Resp_std,Resp_min,Resp_max,0_mean,0_std,0_min,0_max,BVP_peak_freq,TEMP_slope,0,1,2
0,0.823334969502578,0.034327086886982446,-200.63,201.16,0.823334969502578,0.04904097705076207,-200.63,201.16,0.823334969502578,0.3656912608313902,-200.63,201.16,0.823334969502578,0.031179126027854418,-200.63,201.16,0.823334969502578,77.85708198593649,-200.63,201.16,0.823334969502578,0.018724873595339923,-200.63,201.16,0.823334969502578,0.010356270689614698,-200.63,201.16,0.823334969502578,7.125665175141641e-06,-200.63,201.16,0.823334969502578,7.125665175141641e-06,-200.63,201.16,0.823334969502578,4.63295219179265,-200.63,201.16,0.823334969502578,0.010356275592450254,-200.63,201.16,0.17627118644067796,0.0008155523944998567,False,True,False
0,0.5743733861983897,0.007631339885502815,-247.22,199.08,0.5743733861983897,0.06782457304029484,-247.22,199.08,0.5743733861983897,0.11119142396141157,-247.22,199.08,0.5743733861983897,0.06502397473466533,-247.22,199.08,0.5743733861983897,71.14296541312557,-247.22,199.08,0.5743733861983897,0.019609034753747145,-247.22,199.08,0.5743733861983897,0.0029509791986539764,-247.22,199.08,0.5743733861983897,2.0304306770875217e-06,-247.22,199.08,0.5743733861983897,2.0304306770875217e-06,-247.22,199.08,0.5743733861983897,3.3589924386969896,-247.22,199.08,0.5743733861983897,0.002950980595697969,-247.22,199.08,0.10865874363327674,0.0012043622569937748,False,True,False
0,0.6527805370929218,0.05431131512901037,-138.13,121.99,0.6527805370929218,0.0648619297210622,-138.13,121.99,0.6527805370929218,0.3406403585971287,-138.13,121.99,0.6527805370929218,0.0338673091872417,-138.13,121.99,0.6527805370929218,36.56844603002102,-138.13,121.99,0.6527805370929218,0.015860113804022666,-138.13,121.99,0.6527805370929218,0.0021190627133440974,-138.13,121.99,0.6527805370929218,1.4580278782746815e-06,-138.13,121.99,0.6527805370929218,1.4580278782746815e-06,-138.13,121.99,0.6527805370929218,2.8844539538327902,-138.13,121.99,0.6527805370929218,0.0021190637165446054,-138.13,121.99,0.17627118644067796,0.0002445302445301986,False,True,False
0,0.5140412343304117,0.016320372218472035,-264.71,229.13,0.5140412343304117,0.05118728955244584,-264.71,229.13,0.5140412343304117,0.08215933460642981,-264.71,229.13,0.5140412343304117,0.029862163087254628,-264.71,229.13,0.5140412343304117,80.37112362814858,-264.71,229.13,0.5140412343304117,0.009141370013667242,-264.71,229.13,0.5140412343304117,0.007656150384717665,-264.71,229.13,0.5140412343304117,5.267838762339231e-06,-264.71,229.13,0.5140412343304117,5.267838762339231e-06,-264.71,229.13,0.5140412343304117,2.657855468138082,-264.71,229.13,0.5140412343304117,0.007656154009270119,-264.71,229.13,0.06791171477079797,0.0005263157894735795,False,True,False
0,0.4564065004996828,0.0042854769108005555,-211.67,272.99,0.4564065004996828,0.008167449970240909,-211.67,272.99,0.4564065004996828,0.012371134936600026,-211.67,272.99,0.4564065004996828,0.009079574152521386,-211.67,272.99,0.4564065004996828,90.22447759231308,-211.67,272.99,0.4564065004996828,0.015740778138985095,-211.67,272.99,0.4564065004996828,0.00895540895867604,-211.67,272.99,0.4564065004996828,6.16179778015859e-06,-211.67,272.99,0.4564065004996828,6.16179778015859e-06,-211.67,272.99,0.4564065004996828,2.215675597259827,-211.67,272.99,0.4564065004996828,0.008955413198319708,-211.67,272.99,0.10847457627118644,0.0004314841156947011,False,True,False
0,0.7622132313962714,0.0009255430730629172,-29.01,33.34,0.7622132313962714,0.0006012392624687805,-29.01,33.34,0.7622132313962714,0.004041969888400641,-29.01,33.34,0.7622132313962714,0.0004503142788561019,-29.01,33.34,0.7622132313962714,12.412885420262953,-29.01,33.34,0.7622132313962714,0.010564767721995456,-29.01,33.34,0.7622132313962714,0.00035714188296062367,-29.01,33.34,0.7622132313962714,2.4573261497973746e-07,-29.01,33.34,0.7622132313962714,2.4573261497973746e-07,-29.01,33.34,0.7622132313962714,2.6006961155026076,-29.01,33.34,0.7622132313962714,0.00035714205203769475,-29.01,33.34,0.19015280135823429,-0.00011379800853479431,False,True,False
0,0.7037444117132712,0.004134975551972368,-168.85,106.85,0.7037444117132712,0.0029423690771294797,-168.85,106.85,0.7037444117132712,0.012823439448756227,-168.85,106.85,0.7037444117132712,0.0006221476740650116,-168.85,106.85,0.7037444117132712,46.24279251739928,-168.85,106.85,0.7037444117132712,0.009362436797667746,-168.85,106.85,0.7037444117132712,0.0030166297667106,-168.85,106.85,0.7037444117132712,2.0756017604388348e-06,-168.85,106.85,0.7037444117132712,2.0756017604388348e-06,-168.85,106.85,0.7037444117132712,6.7195538775656285,-168.85,106.85,0.7037444117132712,0.0030166311948346914,-168.85,106.85,0.09491525423728814,0.00010431484115692568,False,True,False
0,0.2928170251944704,0.001253164660615853,-103.33,66.44,0.2928170251944704,0.0008988329869217507,-103.33,66.44,0.2928170251944704,0.0004722151693340822,-103.33,66.44,0.2928170251944704,0.0002896927471556145,-103.33,66.44,0.2928170251944704,20.71861976459412,-103.33,66.44,0.2928170251944704,0.008053872662568597,-103.33,66.44,0.2928170251944704,6.903225422014965e-05,-103.33,66.44,0.2928170251944704,4.749786333330626e-08,-103.33,66.44,0.2928170251944704,4.749786333330626e-08,-103.33,66.44,0.2928170251944704,1.8336764403085528,-103.33,66.44,0.2928170251944704,6.90322869011989e-05,-103.33,66.44,0.19015280135823429,0.0003413940256046525,False,True,False
0,0.5554200882089525,0.001047139194257455,-24.63,33.34,0.5554200882089525,8.189059498562714e-05,-24.63,33.34,0.5554200882089525,6.813792922241063e-08,-24.63,33.34,0.5554200882089525,9.872330228841168e-05,-24.63,33.34,0.5554200882089525,10.531728417497543,-24.63,33.34,0.5554200882089525,0.009315506994386925,-24.63,33.34,0.5554200882089525,0.00018075597670707695,-24.63,33.34,0.5554200882089525,1.2436972796703275e-07,-24.63,33.34,0.5554200882089525,1.2436972796703275e-07,-24.63,33.34,0.5554200882089525,2.6717406289513828,-24.63,33.34,0.5554200882089525,0.00018075606228004537,-24.63,33.34,0.20338983050847456,0.0004599336178283946,False,True,False
0,0.6082151508215498,0.006540391801352457,-137.92,124.67,0.6082151508215498,0.006880753427562627,-137.92,124.67,0.6082151508215498,0.025198311936411002,-137.92,124.67,0.6082151508215498,0.0003510579526823536,-137.92,124.67,0.6082151508215498,34.82691504971318,-137.92,124.67,0.6082151508215498,0.004969039950002075,-137.92,124.67,0.6082151508215498,0.004689039896729474,-137.92,124.67,0.6082151508215498,3.226308900025292e-06,-137.92,124.67,0.6082151508215498,3.226308900025292e-06,-137.92,124.67,0.6082151508215498,1.5271854760873655,-137.92,124.67,0.6082151508215498,0.004689042116601107,-137.92,124.67,0.05432937181663837,0.0,False,True,False
