,net_acc_mean,net_acc_std,net_acc_min,net_acc_max,EDA_phasic_mean,EDA_phasic_std,EDA_phasic_min,EDA_phasic_max,EDA_smna_mean,EDA_smna_std,EDA_smna_min,EDA_smna_max,EDA_tonic_mean,EDA_tonic_std,EDA_tonic_min,EDA_tonic_max,BVP_mean,BVP_std,BVP_min,BVP_max,TEMP_mean,TEMP_std,TEMP_min,TEMP_max,ACC_x_mean,ACC_x_std,ACC_x_min,ACC_x_max,ACC_y_mean,ACC_y_std,ACC_y_min,ACC_y_max,ACC_z_mean,ACC_z_std,ACC_z_min,ACC_z_max,Resp_mean,Resp_std,Resp_min,Resp_max,0_mean,0_std,0_min,0_max,BVP_peak_freq,TEMP_slope,0,1,2
0,-0.48832188632168416,0.30847771846495964,-222.82,192.64,-0.48832188632168416,0.24994336894182723,-222.82,192.64,-0.48832188632168416,1.7592885767888073,-222.82,192.64,-0.48832188632168416,0.1512130013121751,-222.82,192.64,-0.48832188632168416,57.50293768854008,-222.82,192.64,-0.48832188632168416,0.01587018189827303,-222.82,192.64,-0.48832188632168416,0.007998806523440755,-222.82,192.64,-0.48832188632168416,5.503604414660013e-06,-222.82,192.64,-0.48832188632168416,5.503604414660013e-06,-222.82,192.64,-0.48832188632168416,11.007878471694886,-222.82,192.64,-0.48832188632168416,0.00799881031021248,-222.82,192.64,0.3389830508474576,-0.0010953058321478745,False,True,False
0,1.273137673134799,0.24703271501224283,-163.71,132.66,1.273137673134799,0.3038317655791814,-163.71,132.66,1.273137673134799,1.077905178955301,-163.71,132.66,1.273137673134799,0.20763001940356335,-163.71,132.66,1.273137673134799,44.84519354056588,-163.71,132.66,1.273137673134799,0.011351351351349093,-163.71,132.66,1.273137673134799,0.007396422213644512,-163.71,132.66,1.273137673134799,5.089131963426074e-06,-163.71,132.66,1.273137673134799,5.089131963426074e-06,-163.71,132.66,1.273137673134799,3.626219980842321,-163.71,132.66,1.273137673134799,0.00739642571523721,-163.71,132.66,0.09507640067911714,0.0006211474632526028,False,True,False
0,0.6083206398210242,0.11898781772738982,-99.32,52.91,0.6083206398210242,0.24138933996798598,-99.32,52.91,0.6083206398210242,0.4506199706318462,-99.32,52.91,0.6083206398210242,0.18434823543556345,-99.32,52.91,0.6083206398210242,26.452363349916656,-99.32,52.91,0.6083206398210242,0.012570787221093213,-99.32,52.91,0.6083206398210242,0.005633792621461124,-99.32,52.91,0.6083206398210242,3.876349034307545e-06,-99.32,52.91,0.6083206398210242,3.876349034307545e-06,-99.32,52.91,0.6083206398210242,3.4301942478601197,-99.32,52.91,0.6083206398210242,0.005633795288594846,-99.32,52.91,0.2037351443123939,-0.0004118404118404177,False,True,False
0,0.6916282470724758,0.01942102380043888,-30.24,32.65,0.6916282470724758,0.04045976451908218,-30.24,32.65,0.6916282470724758,0.02781402297336168,-30.24,32.65,0.6916282470724758,0.0320065044763841,-30.24,32.65,0.6916282470724758,11.989368019728829,-30.24,32.65,0.6916282470724758,0.019095699170437856,-30.24,32.65,0.6916282470724758,0.00034850215058615833,-30.24,32.65,0.6916282470724758,2.397880194831177e-07,-30.24,32.65,0.6916282470724758,2.397880194831177e-07,-30.24,32.65,0.6916282470724758,2.0902514235668757,-30.24,32.65,0.6916282470724758,0.0003485023155730305,-30.24,32.65,0.10847457627118644,-0.0012517780938833102,False,True,False
0,0.6639012736515271,0.0414310339017951,-32.77,32.61,0.6639012736515271,0.0023221340934016853,-32.77,32.61,0.6639012736515271,0.007193442693943452,-32.77,32.61,0.6639012736515271,0.0245979883262911,-32.77,32.61,0.6639012736515271,13.450055863871276,-32.77,32.61,0.6639012736515271,0.016730581124910156,-32.77,32.61,0.6639012736515271,0.00031406496120651436,-32.77,32.61,0.6639012736515271,2.1609340117438974e-07,-32.77,32.61,0.6639012736515271,2.1609340117438974e-07,-32.77,32.61,0.6639012736515271,1.1271507174569324,-32.77,32.61,0.6639012736515271,0.0003140651098902327,-32.77,32.61,0.10865874363327674,-0.001152204836415351,False,True,False
0,0.553480697601307,0.06507500167269775,-33.58,32.57,0.553480697601307,0.00449848580134535,-33.58,32.57,0.553480697601307,0.010836362534964363,-33.58,32.57,0.553480697601307,0.036920579775237015,-33.58,32.57,0.553480697601307,14.080591826211926,-33.58,32.57,0.553480697601307,0.009996347031843147,-33.58,32.57,0.553480697601307,0.0003356202117639179,-33.58,32.57,0.553480697601307,2.3092456027033274e-07,-33.58,32.57,0.553480697601307,2.3092456027033274e-07,-33.58,32.57,0.553480697601307,2.077601465195808,-33.58,32.57,0.553480697601307,0.00033562037065226345,-33.58,32.57,0.12203389830508474,-0.0005073494547179552,False,True,False
0,0.49231942154954234,0.05987611487638307,-34.29,32.55,0.49231942154954234,0.0005605831912065477,-34.29,32.55,0.49231942154954234,4.2389593992989634e-07,-34.29,32.55,0.49231942154954234,0.035409853311000196,-34.29,32.55,0.49231942154954234,14.249258874979018,-34.29,32.55,0.49231942154954234,0.00990827177287552,-34.29,32.55,0.49231942154954234,0.000130363350801325,-34.29,32.55,0.49231942154954234,8.969692051901494e-08,-34.29,32.55,0.49231942154954234,8.969692051901494e-08,-34.29,32.55,0.49231942154954234,2.390758607624792,-34.29,32.55,0.49231942154954234,0.00013036341251756382,-34.29,32.55,0.10865874363327674,-0.0007207207207205774,False,True,False
0,0.5123296579394155,0.04157702817049616,-125.72,124.64,0.5123296579394155,0.03940830787686644,-125.72,124.64,0.5123296579394155,0.10395865181799586,-125.72,124.64,0.5123296579394155,0.05330041508964838,-125.72,124.64,0.5123296579394155,33.76675693265379,-125.72,124.64,0.5123296579394155,0.01482303697384006,-125.72,124.64,0.5123296579394155,0.0008688685058476923,-125.72,124.64,0.5123296579394155,5.978277547442703e-07,-125.72,124.64,0.5123296579394155,5.978277547442703e-07,-125.72,124.64,0.5123296579394155,2.254226501890489,-125.72,124.64,0.5123296579394155,0.0008688689171848945,-125.72,124.64,0.10847457627118644,0.00045519203413941307,False,True,False
0,0.7874183024652557,0.0882068365644634,-120.45,178.35,0.7874183024652557,0.08694284153460877,-120.45,178.35,0.7874183024652557,0.5341546646110277,-120.45,178.35,0.7874183024652557,0.11682236509083145,-120.45,178.35,0.7874183024652557,50.95404752107766,-120.45,178.35,0.7874183024652557,0.01874948558965242,-120.45,178.35,0.7874183024652557,0.009559322954255784,-120.45,178.35,0.7874183024652557,6.5773227365889556e-06,-120.45,178.35,0.7874183024652557,6.5773227365889556e-06,-120.45,178.35,0.7874183024652557,2.506368868602172,-120.45,178.35,0.7874183024652557,0.00955932747980266,-120.45,178.35,0.1765704584040747,0.00019819819819825112,False,True,False
0,0.495326624738876,0.17881302945259883,-283.57,149.34,0.495326624738876,0.10864608568948522,-283.57,149.34,0.495326624738876,0.39629275191043517,-283.57,149.34,0.495326624738876,0.03141008797851077,-283.57,149.34,0.495326624738876,59.78107253257087,-283.57,149.34,0.495326624738876,0.02141795973638858,-283.57,149.34,0.495326624738876,0.008305419654448469,-283.57,149.34,0.495326624738876,5.714570560229554e-06,-283.57,149.34,0.495326624738876,5.714570560229554e-06,-283.57,149.34,0.495326624738876,1.548218226004295,-283.57,149.34,0.495326624738876,0.008305423586376091,-283.57,149.34,0.12203389830508474,0.0009815078236130432,False,True,False
